1,577880594
2,571421073
3,409781641
4,437019932
5,929539382
6,156664960
7,700527228
8,704278921
9,244000344
10,67938854
11,930437567
12,478914017
13,67367153
14,155406274
15,300578398
16,532077873
17,348747798
18,774803760
19,588640450
20,773556547
21,20457616
22,340802829
23,245108141
24,225920812
25,42619737
26,941645801
27,450788279
28,699042551
29,432306128
30,276946677
31,519746586
32,530826674
33,87546884
34,968547450
35,702949616
36,302940034
37,777993739
38,270592866
39,854977021
40,733249853
41,211558084
42,499438364
43,681227603
44,876207255
45,623363215
46,787806530
47,172565118
48,208722909
49,563177352
50,291167237
51,397556465
52,962365517
53,188922147
54,11352163
55,408835397
56,307486054
57,925877894
58,433054896
59,684014761
60,620639536
61,645205396
62,15026611
63,945862471
64,809432100
65,433004410
66,400164530
67,706947709
68,905350175
69,639032557
70,174666105
71,193768992
72,570658459
73,280109810
74,867927905
75,427534725
76,873972467
77,347312881
78,398963177
79,435311271
80,679286078
81,216383067
82,240526651
83,870131019
84,212655913
85,810048498
86,430513792
87,276741524
88,247811729
89,339373935
90,404439208
91,303972041
92,380478896
93,488848561
94,909812225
95,612468679
96,393686996
97,147915083
98,658289351
99,400425522
100,377366139
101,628626673
102,447028861
103,204201174
104,85969414
105,63346302
106,752986620
107,281111314
108,970192102
109,10087970
110,656643119
111,962965034
112,786333230
113,581485058
114,74854809
115,378266971
116,659618348
117,840952782
118,110991160
119,67873863
120,9152368
121,171238163
122,492411111
123,543968560
124,370168147
125,562578365
126,60576658
127,935716831
128,448556050
129,76753834
130,758360965
131,421942720
132,468797130
133,608907905
134,931162043
135,955122713
136,332480996
137,490623839
138,933727488
139,58333567
140,457046660
141,366860454
142,531402211
143,756765318
144,823127153
145,754413544
146,7948558
147,712916213
148,302922673
149,946970539
150,551340510
151,793542886
152,560835234
153,147560816
154,532763273
155,65637727
156,492894138
157,215731499
158,597644860
159,702673727
160,768410236
161,265478109
162,285779556
163,977150146
164,632497686
165,353751140
166,795262918
167,845136648
168,608284965
169,709446183
170,979762767
171,256139825
172,977660105
173,458495356
174,897673535
175,257758600
176,342958730
177,447767091
178,775599103
179,241084966
180,6964605
181,845314003
182,335012177
183,408464233
184,763459032
185,694296114
186,97411017
187,19304421
188,351736377
189,192983112
190,20800919
191,956191031
192,106191681
193,663668489
194,769023263
195,167090589
196,976824344
197,368888090
198,707664422
199,83227890
200,972032261
201,102938259
202,505662098
203,403188039
204,767078559
205,822982619
206,644368563
207,35072813
208,272718418
209,949199182
210,79836962
211,202534866
212,464640285
213,572694962
214,360452569
215,684694098
216,871293710
217,962913114
218,857085130
219,817253003
220,955643793
221,397597741
222,498331739
223,644537040
224,776078843
225,63235081
226,592430891
227,609382985
228,229704264
229,707253673
230,212892970
231,992700390
232,891216785
233,405102126
234,911428619
235,291824303
236,67035377
237,124308293
238,167123448
239,159298025
240,664483089
241,671056502
242,879040140
243,418891781
244,545389526
245,613637682
246,104197628
247,115340389
248,421723199
249,343324717
250,815467966
251,564784278
252,964929315
253,680514877
254,655037031
255,563925990
256,110503666
257,176422624
258,260440439
259,129405180
260,149923421
261,363727826
262,671664939
263,450310291
264,844038912
265,989796192
266,231803958
267,280201815
268,736435916
269,487378706
270,468165444
271,457478075
272,625855662
273,765897794
274,621538434
275,436892862
276,620427516
277,789324972
278,176397767
279,803311046
280,969792095
281,147374536
282,252520583
283,800806489
284,202028221
285,539566585
286,609391261
287,758367054
288,727225653
289,39154903
290,593214582
291,178202267
292,60481827
293,984593106
294,866388467
295,974573431
296,658653850
297,94617439
298,792481416
299,362741387
300,493833946
301,164994294
302,306585604
303,77651393
304,941426088
305,942148242
306,828135785
307,407080028
308,824492650
309,120478447
310,263335603
311,946505016
312,284609703
313,503164786
314,725246226
315,846118128
316,278694817
317,752194313
318,124121942
319,616948442
320,544925505
321,531932465
322,998775562
323,534959062
324,208400785
325,890334545
326,873609259
327,812008774
328,343606678
329,481106658
330,439152585
331,511872996
332,95018168
333,543783799
334,953586045
335,54581310
336,908356293
337,472758361
338,945296448
339,655092776
340,419468568
341,437238710
342,778483351
343,671113722
344,297273295
345,393100128
346,116623253
347,809551291
348,219176910
349,669369766
350,964990582
351,962673252
352,13886132
353,880867049
354,753105472
355,895914222
356,856909200
357,292136343
358,486020288
359,181888351
360,489036424
361,18790380
362,91210941
363,593743087
364,571803198
365,392235075
366,573386008
367,850486771
368,203520785
369,897043412
370,284644591
371,351201509
372,103842492
373,545497840
374,379525210
375,511822393
376,114350118
377,274104979
378,280900
379,973821993
380,282375315
381,507979678
382,465663609
383,508356300
384,373985665
385,234804198
386,768751249
387,103862690
388,929479076
389,738823912
390,86417083
391,792370464
392,131468092
393,129703627
394,856933218
395,5919157
396,260410632
397,584374556
398,301127398
399,52136152
400,716343731
401,676320397
402,361460805
403,438291570
404,877382447
405,628386300
406,446071457
407,850724744
408,244711720
409,301670104
410,607444087
411,593836725
412,334614411
413,164194910
414,712009591
415,967927056
416,395312728
417,624953478
418,879293051
419,5986646
420,920942894
421,455438497
422,834123882
423,401254292
424,702489942
425,508714751
426,573564952
427,436408770
428,456741001
429,529633623
430,801559640
431,10403115
432,818077119
433,321262199
434,504596709
435,737839216
436,845077719
437,243132153
438,772537718
439,792226805
440,864336158
441,987553312
442,715161739
443,102906580
444,974428295
445,125099165
446,145193994
447,870819098
448,370087612
449,418345101
450,24683014
451,744283261
452,442450277
453,270826405
454,53949846
455,739279148
456,148350580
457,152750881
458,846640623
459,879730087
460,452635160
461,272954710
462,627968092
463,792181152
464,714380515
465,628055040
466,737663174
467,816830213
468,708122831
469,701978845
470,920901338
471,817184073
472,825874481
473,492633814
474,905215457
475,915546361
476,411831366
477,201858009
478,653591930
479,837102701
480,156413379
481,632724546
482,245367880
483,89499066
484,485598478
485,754864878
486,438040249
487,234529706
488,150673161
489,841787075
490,543821503
491,779965466
492,801859635
493,255559413
494,725287940
495,81883987
496,189345596
497,162943994
498,937648301
499,641065341
500,580379413
501,108970069
502,142872302
503,802142754
504,731729897
505,724244540
506,410923149
507,765202998
508,424166208
509,736145062
510,350374646
511,279789216
512,806000683
513,208335744
514,529821985
515,172073756
516,470302985
517,767060873
518,616944485
519,259713668
520,271877874
521,315515684
522,555374158
523,219095531
524,148250013
525,527155495
526,149858390
527,75640041
528,509901926
529,386723673
530,837114766
531,424805939
532,775579847
533,224608620
534,372044455
535,188738792
536,863655487
537,797574140
538,677567304
539,153828185
540,206531369
541,289014567
542,750839047
543,364090858
544,850949890
545,766171020
546,909735548
547,881193759
548,225597241
549,110882700
550,706137566
551,434760438
552,785017415
553,68046264
554,805751896
555,465309120
556,639281696
557,195111113
558,235983224
559,517500106
560,440384357
561,312096808
562,232696753
563,239439981
564,326228734
565,247116547
566,760303375
567,491255431
568,679390311
569,306811449
570,714975406
571,901067123
572,21942522
573,500915001
574,680007987
575,477827817
576,611452104
577,121186075
578,564166830
579,385516352
580,692624519
581,193792090
582,296854229
583,457912504
584,294010778
585,616161566
586,968915577
587,608470806
588,520654958
589,755603651
590,398429449
591,365063763
592,821196244
593,306136347
594,744013558
595,735979581
596,348818630
597,534199089
598,848779896
599,904886510
600,570961280
601,374041761
602,898257361
603,454427740
604,857895456
605,184172801
606,534334582
607,803235182
608,197093260
609,135668495
610,746517983
611,354049672
612,448022335
613,749512143
614,812652796
615,273222875
616,939178449
617,178481408
618,890977491
619,668063553
620,955425131
621,343782759
622,703279722
623,448191018
624,837214514
625,331916179
626,535590663
627,286045495
628,318641735
629,125789376
630,946771040
631,469501468
632,557783464
633,870304595
634,574726880
635,770862766
636,35050304
637,587800361
638,430682779
639,458829320
640,432668319
641,750551478
642,492459298
643,165455789
644,526846594
645,569324023
646,525755826
647,708680752
648,658821768
649,466165473
650,238179268
651,74441064
652,131369511
653,837192463
654,658517933
655,406504364
656,486609456
657,889138317
658,389075672
659,332711841
660,192274924
661,700269118
662,575866011
663,880318682
664,982310982
665,498246435
666,936028008
667,286852171
668,373495416
669,365392653
670,630521231
671,676280375
672,188325117
673,487037691
674,961120274
675,523072937
676,932694523
677,271529162
678,234203419
679,757755121
680,66616605
681,732666082
682,299882115
683,253621234
684,429601338
685,697896795
686,856875471
687,422705242
688,492805440
689,196097825
690,114300867
691,801998533
692,684041848
693,185938392
694,851249015
695,291637818
696,685487497
697,136684027
698,404735862
699,666021585
700,940572791
701,471492416
702,618340639
703,380983936
704,728773483
705,595672376
706,261514107
707,409856232
708,457709644
709,842086399
710,863228732
711,84893194
712,407448196
713,30072870
714,858975042
715,543588424
716,996609714
717,905141656
718,31374473
719,496322063
720,650032316
721,54282350
722,329554227
723,771535410
724,644076321
725,526995113
726,454194410
727,185355423
728,938122867
729,54348457
730,322949473
731,232690601
732,348730726
733,224960640
734,106429930
735,836465531
736,946716320
737,151895188
738,65075875
739,191901391
740,934450397
741,869857007
742,242599306
743,332681079
744,722855978
745,57296076
746,833070109
747,449726823
748,822164596
749,148074945
750,186512304
751,591563869
752,906080492
753,370022871
754,107673013
755,873023720
756,368979036
757,546521361
758,211162471
759,121210189
760,819245977
761,815390117
762,405768494
763,208613590
764,127343471
765,510791128
766,921280777
767,288194953
768,169448500
769,773482643
770,81742079
771,663048220
772,398428546
773,926812702
774,740523979
775,341299920
776,275761805
777,400705264
778,75367418
779,357032306
780,569722800
781,522598014
782,818000673
783,342340046
784,562780647
785,167408190
786,64049454
787,315423070
788,721124333
789,438521791
790,503680918
791,223207563
792,33096343
793,919211803
794,882127721
795,764700515
796,492888073
797,372582168
798,694152846
799,770666211
800,780893862
801,473938288
802,105768901
803,647012629
804,291142470
805,606899934
806,657928384
807,663029711
808,211005346
809,428307057
810,28415205
811,226427835
812,744731197
813,673049432
814,377749773
815,815465236
816,304249107
817,237429456
818,175620022
819,730020510
820,254056586
821,577022671
822,759642878
823,411690887
824,404027933
825,929774837
826,941265552
827,990387093
828,877031458
829,954144476
830,618987278
831,23783873
832,511815748
833,768540775
834,745018113
835,104521581
836,410442629
837,12065034
838,453276219
839,523405795
840,670526146
841,173417541
842,525845545
843,724288922
844,717516337
845,794808111
846,263783057
847,338695784
848,564361022
849,283013815
850,845351875
851,820115264
852,764703607
853,553401577
854,460495875
855,458060996
856,786518611
857,321591384
858,120144462
859,742631807
860,501219527
861,639623200
862,269201694
863,448233812
864,369348367
865,207601878
866,941466668
867,493828372
868,135347014
869,558572571
870,208261446
871,737586182
872,887813525
873,982595133
874,685824165
875,868792186
876,867253317
877,227007056
878,753144878
879,570527996
880,683554084
881,290984907
882,835901215
883,32645869
884,847953750
885,403543397
886,394464151
887,672485202
888,458688341
889,164180521
890,756921980
891,133608226
892,607875631
893,93953563
894,441870903
895,291208882
896,704756067
897,234467568
898,461953490
899,685865299
900,484908376
901,819081724
902,401764472
903,651480034
904,12720354
905,320059290
906,458371028
907,177602425
908,735789233
909,657444551
910,919603782
911,58902481
912,924401849
913,400192247
914,19013076
915,594035055
916,778984361
917,498364777
918,240277632
919,18813887
920,559714634
921,21060824
922,202086098
923,796420941
924,103058820
925,33970754
926,249647004
927,638132978
928,981031206
929,934155414
930,518027817
931,917184003
932,343649255
933,733924776
934,150348311
935,624403458
936,322949165
937,417196872
938,161962643
939,422514418
940,724218361
941,565242438
942,999574105
943,454269372
944,935573709
945,73553028
946,471633921
947,882796225
948,535223364
949,277770009
950,154968035
951,943226527
952,418817434
953,873758268
954,423463961
955,103533926
956,165054637
957,512921778
958,707430901
959,260137152
960,435727173
961,531812785
962,493511254
963,709202261
964,860499684
965,107371853
966,917912941
967,476929579
968,400169323
969,92844824
970,866266339
971,421882659
972,744449159
973,157852552
974,732994964
975,323510455
976,183451388
977,795733286
978,496762813
979,685060067
980,173776766
981,31488551
982,908577054
983,995390725
984,208782745
985,942140719
986,107966489
987,155241615
988,942147274
989,764450077
990,493779961
991,168902029
992,101016992
993,538398886
994,264913880
995,233205144
996,47836388
997,877818558
998,183404868
999,367101882
1000,324699855
1001,223261563
1002,679404978
1003,498123430
1004,318998695
1005,432966792
1006,700891901
1007,569803979
1008,84488978
1009,765821746
1010,635672041
1011,332508288
1012,284942065
1013,847077252
1014,651457707
1015,445206618
1016,300364800
1017,53916400
1018,723865283
1019,87576128
1020,262093625
1021,270879131
1022,371157970
1023,746094723
1024,500483199
1025,52385907
1026,284260121
1027,710471958
1028,818303113
1029,611675368
1030,838322769
1031,639283295
1032,895565975
1033,721260807
1034,716974071
1035,312355104
1036,850753994
1037,344982752
1038,437025445
1039,700773882
1040,118868356
1041,95518966
1042,991590663
1043,774781073
1044,802240981
1045,293819957
1046,53251736
1047,132246251
1048,770643729
1049,915399100
1050,381814171
1051,946997839
1052,833709807
1053,103564812
1054,362274038
1055,369513857
1056,411849183
1057,987150560
1058,639529355
1059,628412597
1060,30156557
1061,575315950
1062,526467489
1063,147845751
1064,666895023
1065,133980986
1066,13437463
1067,872723333
1068,12077394
1069,69491434
1070,343108906
1071,369406041
1072,304781659
1073,914970374
1074,369411740
1075,567788568
1076,779802939
1077,402325209
1078,571797971
1079,47033790
1080,4482805
1081,328674841
1082,81889507
1083,160635215
1084,853889603
1085,347973274
1086,981333958
1087,324414520
1088,156304617
1089,451717713
1090,103523208
1091,740591217
1092,863066560
1093,61740058
1094,228212727
1095,736849513
1096,585746256
1097,1829062
1098,985288814
1099,163089701
1100,476344633
1101,742388521
1102,270101473
1103,641142701
1104,715944912
1105,568158821
1106,785266540
1107,345569727
1108,222217642
1109,624687838
1110,962925831
1111,520034850
1112,642326292
1113,785441720
1114,94736090
1115,853521044
1116,272244507
1117,788170468
1118,577418358
1119,998642299
1120,789854281
1121,832295533
1122,555792259
1123,156270312
1124,428848278
1125,200597512
1126,506762492
1127,453769612
1128,297568349
1129,642276415
1130,11424944
1131,928702701
1132,359165139
1133,619426226
1134,164402815
1135,645061947
1136,246644132
1137,813581294
1138,80272975
1139,621351678
1140,356141199
1141,618561800
1142,200669422
1143,353856658
1144,258415374
1145,114649652
1146,974822092
1147,726479033
1148,651257953
1149,610966673
1150,940687621
1151,695314202
1152,404506142
1153,628097846
1154,345621180
1155,835077461
1156,695748958
1157,512231254
1158,958978848
1159,873325881
1160,54500975
1161,398568334
1162,18754118
1163,426752250
1164,54987111
1165,173203681
1166,98889589
1167,737788027
1168,813934425
1169,959288395
1170,998310596
1171,125261294
1172,327510903
1173,196322978
1174,88501857
1175,812504189
1176,270899164
1177,209595388
1178,779962226
1179,693153291
1180,944345399
1181,193723709
1182,746896941
1183,140653991
1184,555534551
1185,405887570
1186,711713005
1187,781083889
1188,747338681
1189,765747175
1190,618218683
1191,127341316
1192,551724775
1193,194427840
1194,639546398
1195,118925328
1196,956914349
1197,633510006
1198,143677421
1199,160240079
1200,394512993
1201,20233088
1202,894370306
1203,321744319
1204,965179870
1205,789476707
1206,147800840
1207,145397741
1208,330765783
1209,718051845
1210,881896665
1211,785328758
1212,49410064
1213,361915973
1214,613531104
1215,158742172
1216,996577012
1217,577415750
1218,607036344
1219,502709150
1220,70977960
1221,810261917
1222,237303488
1223,893593853
1224,311568719
1225,502015185
1226,762040715
1227,922497971
1228,881495180
1229,701712178
1230,698049393
1231,804698387
1232,366355205
1233,466448691
1234,719838150
1235,110770138
1236,745962890
1237,741914951
1238,637960745
1239,860980207
1240,494937731
1241,700107927
1242,389428102
1243,351252863
1244,3417436
1245,548821381
1246,349163392
1247,385446556
1248,771106057
1249,231087836
1250,944056813
1251,90219673
1252,304559058
1253,828473064
1254,554467717
1255,203977570
1256,846783335
1257,440346351
